system:index,CLASS_2000,CLASS_2010,CLASS_2012,CLASS_2014,CLASS_2016,CLASS_2018,CLASS_2020,LAT,LON,PESO_AMOS,bacia,classification_2000,classification_2010,classification_2012,classification_2014,classification_2016,classification_2018,classification_2020,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003187_0,15,15,15,15,15,15,15,-42.87411138,-15.84645913,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.87402831246502,-15.846416359160978]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000031d5_0,15,15,15,15,15,15,15,-42.93636463,-15.0961862,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.9362815616545,-15.096143433864354]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003218_0,15,15,4,4,4,4,4,-42.8883946,-15.85157952,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.88831152548252,-15.85153675628046]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000331a_0,15,15,15,15,15,15,15,-43.13875507,-15.49153476,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.13867199516663,-15.491491990405356]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003c46_0,15,15,15,15,15,15,15,-42.63021878,-14.82345768,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.63013571282657,-14.823414913605667]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004175_0,15,15,15,15,15,15,15,-43.17648431,-14.54048837,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.176401237099654,-14.540445599108018]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004347_0,15,15,15,15,15,15,15,-42.87977077,-15.29264775,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.87968769875498,-15.292604986501294]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002d89_0,33,33,33,33,33,33,33,-42.96412258,-15.23255046,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.9640395039338,-15.232507693993698]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002fbb_0,33,33,33,33,33,33,33,-43.22202889,-15.85077104,577269.117194877,766,33,33,33,33,33,33,33,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.221945822004514,-15.850728272524751]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000317d_0,10,10,10,10,10,10,10,-43.37914424,-15.35301454,577269.117194877,766,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.37906116519702,-15.352971773594126]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000030cf_0,33,3,3,3,3,3,3,-43.29937384,-15.80711292,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.29929076796721,-15.807070149716543]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003137_0,3,3,3,3,3,3,3,-43.0872816,-15.95398746,577269.117194877,766,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.08719852938658,-15.953944698670085]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000002a2_0,4,4,4,4,4,4,4,-42.88974207,-15.81600624,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.889658998408706,-15.815963471029328]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f85_0,15,4,4,4,4,4,4,-43.23226969,-15.27809505,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.232186616243474,-15.278052278898556]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003057_0,4,4,4,4,4,4,4,-43.51443052,-15.65996887,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.51434744698542,-15.659926106177766]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003086_0,4,4,4,4,4,4,4,-43.14657041,-14.90753999,577269.117194877,766,3,3,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.14648733813848,-14.907497224199254]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000030b2_0,4,4,4,4,4,4,4,-43.59420092,-15.49207375,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.59411784421523,-15.492030979575826]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003130_0,4,4,4,4,4,4,4,-43.20747619,-15.25330154,577269.117194877,766,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.20739311440178,-15.253258777056859]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003b5a_0,15,4,4,4,4,4,4,-43.69310543,-15.54112176,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.69302235699679,-15.541078994088753]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003f55_0,4,4,4,4,4,4,4,-43.02448936,-14.78168602,577269.117194877,766,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.02440629102663,-14.78164325289411]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003ff1_0,4,4,4,4,4,4,4,-43.59959081,-14.5933093,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.59950773591995,-14.593266537814246]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000a9e_0,15,15,15,15,15,15,15,-43.55620218,-14.52539667,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.55611910769698,-14.52535390233481]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003118_0,15,15,15,15,15,15,15,-43.71655146,-14.5984297,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.716468385912314,-14.598386934933727]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000031e1_0,15,15,15,15,15,15,15,-43.08323918,-15.46404631,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.08315611060805,-15.464003542711298]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000031fe_0,15,15,15,15,15,15,15,-42.83611265,-15.16517681,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.83602957594677,-15.165134047684733]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003235_0,15,15,15,15,15,15,15,-43.12123792,-15.78016346,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.121154847126306,-15.780120691192957]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000031a8_0,10,10,10,33,33,33,33,-43.39800886,-15.44329523,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.397925786163526,-15.443252459648138]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003000_0,4,4,4,4,4,4,4,-43.73056518,-15.51794523,577269.117194877,766,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.730482104344574,-15.517902459758469]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003067_0,15,4,4,4,4,4,4,-43.20855416,-15.379964,577269.117194877,766,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.20847109274272,-15.379921232117711]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000030f7_0,4,4,4,4,4,4,4,-42.73828611,-14.94931165,577269.117194877,766,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.738203041506154,-14.949268884910813]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003104_0,4,4,4,4,4,4,4,-43.44355344,-15.05360606,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.443470371068386,-15.053563289397088]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003b46_0,4,4,4,4,4,4,4,-42.94175453,-14.90053313,577269.117194877,766,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.94167145335923,-14.900490364983122]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000306e_0,15,15,15,15,15,15,15,-43.05197781,-15.24656418,577269.117194877,766,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.05189473872069,-15.246521412425961]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003dbb_0,4,4,4,4,4,4,4,-44.20137222,-15.10723548,577269.117194877,767,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.20128914475162,-15.107192711859025]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004012_0,4,18,18,18,18,18,18,-43.89145344,-15.16275136,577269.117194877,767,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.89137037173038,-15.16270859641761]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002fea_0,15,18,18,18,15,15,18,-43.89118395,-15.10292356,577269.117194877,767,3,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.89110087714515,-15.102880798495251]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000040b4_0,15,18,18,18,18,18,18,-44.00410218,-15.14065281,577269.117194877,767,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.00401910835897,-15.140610040428271]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f27_0,4,15,15,15,15,15,15,-44.34366536,-15.54974559,577269.117194877,767,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.34358228575615,-15.5497028208163]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000030c7_0,15,15,15,15,15,15,15,-44.25311518,-15.7332714,577269.117194877,767,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.2530321051169,-15.733228633361918]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003c9d_0,15,3,3,3,3,3,3,-44.41427294,-15.68907429,577269.117194877,767,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.41418986708794,-15.689031521383239]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000030e6_0,9,9,9,9,9,9,9,-44.00005976,-15.07166219,577269.117194877,767,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.999976689580436,-15.07161942660789]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002c0b_0,3,3,3,3,3,3,3,-44.137502,-14.79920317,577269.117194877,767,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.13741892805072,-14.79916040093444]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f7e_0,3,3,3,3,3,3,3,-43.90169424,-15.0164158,577269.117194877,767,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.90161116596934,-15.01637303663454]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000301d_0,3,3,3,3,3,3,3,-44.31132601,-15.47293963,577269.117194877,767,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.311242935527844,-15.472896864024081]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000030cc_0,3,3,3,3,3,3,3,-44.1426224,-15.36783674,577269.117194877,767,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.1425393251702,-15.367793975782098]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003126_0,3,3,3,3,3,3,3,-43.85803612,-15.04255678,577269.117194877,767,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.85795304316114,-15.04251401140242]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000032ea_0,3,3,3,3,3,3,3,-44.25634911,-15.17191418,577269.117194877,767,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.256266040139735,-15.17187141231563]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003c89_0,3,3,3,3,3,3,3,-44.28464604,-15.35759595,577269.117194877,767,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.284562971589494,-15.357553181543135]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000006d4_0,4,4,15,15,15,15,15,-44.10893557,-14.6978732,577269.117194877,767,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.108852502015715,-14.697830436885758]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000cb0_0,4,4,4,4,4,4,4,-44.83845742,-16.0466936,467577.724397527,767,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.83837434424918,-16.04665083599122]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000cbd_0,4,4,4,15,15,15,15,-44.68107258,-16.06528873,467577.724397527,767,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.68098950647144,-16.065245962372494]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f1d_0,4,4,4,4,15,15,15,-43.9434659,-15.18350245,577269.117194877,767,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.9433828266809,-15.183459679480771]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f3e_0,4,4,4,15,15,15,15,-43.81680344,-15.14065281,577269.117194877,767,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.81672037162005,-15.140610040428271]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f57_0,4,4,4,4,4,4,4,-44.11675092,-15.35759595,577269.117194877,767,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.11666784498756,-15.357553181543135]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f8c_0,4,4,4,4,4,4,4,-44.24449135,-15.56780172,577269.117194877,767,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.24440827838936,-15.567758958027103]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002fb9_0,4,4,4,4,4,4,4,-43.8092576,-15.25572699,577269.117194877,767,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.809174523233445,-15.25568422832398]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002feb_0,4,15,15,15,15,15,15,-44.29326987,-15.46242934,577269.117194877,767,4,4,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.293186798317045,-15.462386575199883]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003006_0,4,4,4,4,4,4,4,-44.01676843,-14.94931165,577269.117194877,767,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.01668535386506,-14.949268884910813]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000305d_0,4,4,4,4,4,4,4,-43.90196373,-15.46593277,577269.117194877,767,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.90188066055458,-15.46589000480795]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000315b_0,4,4,4,4,4,4,4,-44.56761536,-15.8375658,577269.117194877,767,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.56753228608714,-15.837523037848195]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003178_0,4,4,4,4,4,4,4,-44.58647998,-15.58073746,577269.117194877,767,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.586396907053654,-15.580694698118425]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000317a_0,4,4,4,4,4,4,4,-44.14801229,-15.62924649,577269.117194877,767,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.14792921687492,-15.629203723460877]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000317e_0,4,4,4,4,4,4,4,-44.18277709,-14.86091743,577269.117194877,767,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.18269401837034,-14.860874660953451]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000319b_0,4,4,4,4,4,4,4,-44.43502402,-15.77234811,577269.117194877,767,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.4349409501511,-15.772305348221117]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000319c_0,4,4,4,4,4,4,4,-43.91678593,-15.49207375,577269.117194877,767,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.916702862742554,-15.492030979575826]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000031a0_0,4,4,4,4,4,4,4,-44.35282817,-15.29237826,577269.117194877,767,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.35274510165417,-15.292335491916058]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000031a5_0,4,4,4,4,4,4,4,-44.22643521,-15.63625335,577269.117194877,767,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.22635214117855,-15.63621058267701]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000322b_0,4,4,4,4,4,4,4,-44.65547059,-15.89415967,577269.117194877,767,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.65538752087404,-15.894116900747726]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003239_0,4,4,4,4,4,4,4,-44.48973142,-15.92596003,577269.117194877,767,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.489648350953985,-15.925917261805557]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000032a6_0,4,4,4,4,4,4,4,-44.22374027,-15.07516562,577269.117194877,767,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.22365719532619,-15.075122856215957]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003510_0,4,4,4,4,4,4,4,-44.20191121,-15.2255436,577269.117194877,767,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.20182813392209,-15.225500834777565]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003c3b_0,4,4,4,4,4,4,4,-44.68403702,-15.81681472,577269.117194877,767,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.683953946909035,-15.816771954785034]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004348_0,15,4,4,4,4,4,4,-43.97418828,-15.03986183,577269.117194877,767,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.97410520939779,-15.03981906555006]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000443c_0,4,4,4,4,4,4,4,-43.89145344,-14.93907086,577269.117194877,767,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.89137037173038,-14.93902809067185]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000357d_0,15,18,18,18,18,18,18,-44.00922258,-15.19401273,577269.117194877,767,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.00913950547845,-15.19396996830497]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000000ef_0,15,18,18,18,18,18,18,-43.87528377,-15.18107699,577269.117194877,767,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.87520069661623,-15.18103422821365]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f2d_0,15,15,15,15,15,15,15,-44.40160669,-15.70470497,577269.117194877,767,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.40152362158186,-15.704662207326917]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002fb8_0,15,15,15,15,15,15,15,-44.79911121,-15.86640172,577269.117194877,767,10,4,4,4,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.79902813480475,-15.866358958468432]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000030c2_0,15,15,15,15,15,15,15,-43.97715272,-15.305314,577269.117194877,767,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.977069649835386,-15.305271232007378]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000031f1_0,15,15,15,15,15,15,15,-44.19490435,-14.78923187,577269.117194877,767,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.19482127470596,-14.789189101280714]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003734_0,15,15,15,15,15,15,15,-44.08306409,-14.87034974,577269.117194877,767,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.08298102183308,-14.870306971436706]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003ec3_0,15,15,15,15,15,15,15,-44.14558684,-15.38454541,577269.117194877,767,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.14550376560779,-15.38450264006672]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003d2f_0,10,10,10,10,10,10,10,-44.08548954,-14.96844577,577269.117194877,767,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.0854064731002,-14.968403000462558]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003f84_0,3,3,3,3,3,3,3,-43.93726752,-14.71970226,577269.117194877,767,4,4,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.937184451220475,-14.719659498289863]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000801_0,4,4,4,4,4,4,4,-44.21808088,-15.69662014,577269.117194877,767,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.21799780903624,-15.696577369769843]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f4c_0,4,4,4,4,4,4,4,-43.9286437,-15.0665418,577269.117194877,767,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.92856062449293,-15.06649902948841]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f53_0,4,4,4,4,4,4,4,-44.04479586,-15.17164468,577269.117194877,767,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.044712790729584,-15.171601917730394]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f56_0,4,4,4,4,4,4,4,-44.11378648,-14.70973096,577269.117194877,767,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.113703404549966,-14.709688198636137]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f82_0,4,4,4,15,15,18,18,-43.84995128,-15.18404143,577269.117194877,767,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.84986820560406,-15.183998668651244]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002fd5_0,4,4,4,4,4,4,4,-43.70172926,-15.20479252,577269.117194877,767,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.70164618372434,-15.204749751714404]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002fe9_0,4,4,4,4,4,4,4,-44.02215832,-14.78087754,577269.117194877,767,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.02207524556977,-14.780834769138401]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002fed_0,4,4,4,4,4,4,4,-44.15636662,-15.13714938,577269.117194877,767,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.15628354901723,-15.137106610820204]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000030db_0,4,4,4,4,4,4,4,-44.22562673,-15.46566328,577269.117194877,767,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.22554365742285,-15.465620510222713]}"
