system:index,area,class,territory,year,.geo
30_9_1,137278.4402523495,2,17,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_10_0,3679.636234443194,1,18,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_10_1,47074.13110041616,2,18,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_11_0,3157.7352762694345,1,19,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_11_1,49207.248135264876,2,19,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_12_0,4967.53786234315,1,20,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_12_1,77633.01492166585,2,20,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_13_0,664.2018640037827,1,21,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_13_1,12551.911750043993,2,21,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_14_0,558.4855148431996,1,22,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_14_1,11586.99278917557,2,22,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_15_0,16452.386509115866,1,23,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_15_1,334994.8073608452,2,23,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_16_0,1107.1147741469024,1,24,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_16_1,31536.09440089811,2,24,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_7_0,0.0017857496337890626,2,15,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_8_0,5388.374661990929,1,16,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_8_1,113416.79106954778,2,16,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_9_0,11445.590644361642,1,17,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_9_1,137428.45128804957,2,17,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_10_0,3675.1927091489497,1,18,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_10_1,47078.574625710025,2,18,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_11_0,3102.150863016628,1,19,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_11_1,49262.83254851804,2,19,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_12_0,4918.1158441367525,1,20,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_12_1,77682.43693987138,2,20,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_13_0,624.2666487059333,1,21,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_13_1,12591.846965341965,2,21,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_14_0,550.105408034786,1,22,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_14_1,11595.372895983846,2,22,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_15_0,16403.456991578918,1,23,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_15_1,335043.73687838204,2,23,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_16_0,1116.3999796024768,1,24,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_16_1,31526.809195442656,2,24,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_7_0,0.0017857496337890626,2,15,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_8_0,4920.923926794776,1,16,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_8_1,113884.24180474442,2,16,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_9_0,10886.700377988509,1,17,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_9_1,137987.34155442426,2,17,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_10_0,3484.357803967422,1,18,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_10_1,47269.40953089105,2,18,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_11_0,2710.1247401455057,1,19,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_11_1,49654.858671389055,2,19,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_12_0,4562.57267601467,1,20,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_12_1,78037.98010799324,2,20,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_13_0,490.53187444586234,1,21,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_13_1,12725.581739601774,2,21,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_14_0,413.1077541699208,1,22,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_14_1,11732.37054984883,2,22,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_15_0,14159.954937057077,1,23,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_15_1,337287.2389329036,2,23,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_16_0,1067.3414656101643,1,24,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_16_1,31575.867709434875,2,24,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_7_0,0.0017857496337890626,2,15,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_8_0,4666.2570639880705,1,16,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_8_1,114138.90866755079,2,16,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_9_0,10763.612321938834,1,17,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_9_1,138110.42961047337,2,17,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_10_0,3518.0849298477033,1,18,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_10_1,47235.68240501073,2,18,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_11_0,2655.2812577203927,1,19,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_11_1,49709.702153813916,2,19,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_12_0,4664.227370290743,1,20,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_12_1,77936.325413717,2,20,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_13_0,465.79210992846805,1,21,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_13_1,12750.321504118974,2,21,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_14_0,406.91917554022126,1,22,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_14_1,11738.55912847857,2,22,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_15_0,13780.205348545576,1,23,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_15_1,337666.9885214167,2,23,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_16_0,1002.5668719461626,1,24,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_16_1,31640.64230309872,2,24,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_7_0,0.0017857496337890626,1,15,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_8_0,5548.472082607375,1,16,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_8_1,113256.6936489318,2,16,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_9_0,12230.131805898996,1,17,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_9_1,136643.91012651296,2,17,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_10_0,4303.92094513799,1,18,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_10_1,46449.84638972109,2,18,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_11_0,3510.248785027977,1,19,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_11_1,48854.73462650549,2,19,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_12_0,5636.288269353771,1,20,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_12_1,76964.26451465474,2,20,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_13_0,779.1730053996542,1,21,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_13_1,12436.940608648498,2,21,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_14_0,712.6732029536108,1,22,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_14_1,11432.805101065374,2,22,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_15_0,18093.534568571864,1,23,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_15_1,333353.6593013877,2,23,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_16_0,1243.1551700602383,1,24,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_16_1,31400.054004984508,2,24,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_7_0,0.0017857496337890626,2,15,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_8_0,5628.688744741769,1,16,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_8_1,113176.47698679677,2,16,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_9_0,12166.783796281079,1,17,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_9_1,136707.25813613136,2,17,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_10_0,4364.777455030813,1,18,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_10_1,46388.989879827495,2,18,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_11_0,3551.9314388278603,1,19,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_11_1,48813.05197270514,2,19,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_12_0,5806.716533142482,1,20,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_12_1,76793.83625086598,2,20,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_13_0,830.4413324376184,1,21,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_13_1,12385.672281610534,2,21,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_14_0,716.830618717521,1,22,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_14_1,11428.647685301557,2,22,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_15_0,19356.05358621528,1,23,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_15_1,332091.14028374245,2,23,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_16_0,1254.9104357017168,1,24,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_16_1,31388.29873934319,2,24,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_7_0,0.0017857496337890626,2,15,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_8_0,5858.326722748357,1,16,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_8_1,112946.83900879021,2,16,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_9_0,12523.675671175908,1,17,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_9_1,136350.36626123625,2,17,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_10_0,4460.543266259943,1,18,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_10_1,46293.224068598734,2,18,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_11_0,3791.052391577538,1,19,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_11_1,48573.93101995549,2,19,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_12_0,6326.8021702131855,1,20,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_12_1,76273.75061379648,2,20,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_13_0,1000.7518552145345,1,21,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_13_1,12215.361758833595,2,21,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_14_0,778.8369559933433,1,22,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_14_1,11366.641348025541,2,22,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_15_0,20414.518410308025,1,23,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_15_1,331032.6754596511,2,23,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_16_0,1337.8947252192343,1,24,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_16_1,31305.314449825608,2,24,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
