,CLASS_2000,CLASS_2010,CLASS_2012,CLASS_2014,CLASS_2016,CLASS_2018,CLASS_2020,LAT,LON,PESO_AMOS,bacia,classification_2000,classification_2010,classification_2012,classification_2014,classification_2016,classification_2018,classification_2020,latitude,longitude,coord_lat,refIBGE_2000,refIBGE_2010,refIBGE_2012,refIBGE_2014,refIBGE_2016,refIBGE_2018,refIBGE_2020
5245,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-43.13417366,-12.51065515,468566.523582102,763.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-12.510612383111548,-43.13409058721763,-43.13409058721763,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5246,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-42.55745525,-13.5980658,468566.523582102,763.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.598023034538228,-42.55737217481289,-42.55737217481289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5247,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-42.38443972,-12.43465768,468566.523582102,763.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-12.434614910075036,-42.38435665109147,-42.38435665109147,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5248,4.0,15.0,15.0,15.0,15.0,15.0,15.0,-42.519726,-11.98648818,1062516.65157868,763.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-11.986445414827806,-42.519642932879876,-42.51964293287988,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5249,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-42.95253431,-13.28760804,468566.523582102,763.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.287565272346521,-42.95245123676866,-42.95245123676866,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5250,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-41.93222781,-12.93537862,599589.944358633,763.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-12.935335849443257,-41.932144737065705,-41.93214473706571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5251,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-42.35156138,-13.28006219,468566.523582102,763.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.280019423959917,-42.351478311692695,-42.35147831169269,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5252,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-42.00768629,-13.36683945,468566.523582102,763.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-13.366796680405862,-42.00760322093175,-42.00760322093175,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5253,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-42.4202825,-12.97741977,468566.523582102,763.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-12.97737700474005,-42.420199430927845,-42.42019943092784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5254,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-42.55529929,-12.3540788,468566.523582102,763.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-12.354036029089514,-42.55521621813101,-42.55521621813101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5255,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-42.85470777,-12.36216363,468566.523582102,763.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-12.36212086664659,-42.854624702328046,-42.85462470232805,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5256,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-42.16884405,-12.64028204,468566.523582102,763.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-12.640239278609995,-42.16876098290279,-42.16876098290279,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5257,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-42.84581445,-12.7219389,468566.523582102,763.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-12.721896137936458,-42.845731381015256,-42.84573138101526,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5258,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.91516897,-12.47023096,468566.523582102,763.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-12.470188195326168,-43.91508589523114,-43.91508589523114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5259,4.0,4.0,15.0,15.0,15.0,15.0,15.0,-43.2864381,-11.49681652,1062516.65157868,763.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-11.496773753454255,-43.286355027875885,-43.28635502787589,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5260,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.07811879,-11.64099612,1062516.65157868,763.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-11.640953356555439,-43.07803571348857,-43.07803571348857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5261,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-43.98389009,-12.7620936,468566.523582102,763.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-12.762050831136602,-43.98380701446628,-43.98380701446628,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5262,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-43.80171175,-12.38210623,468566.523582102,763.0,3.0,3.0,21.0,21.0,21.0,21.0,21.0,-12.382063465954044,-43.80162867484684,-43.80162867484684,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5263,4.0,15.0,15.0,15.0,15.0,15.0,15.0,-42.2265159,-12.94292446,468566.523582102,763.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-12.942881697829861,-42.22643282414326,-42.22643282414326,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5264,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-42.68842962,-13.28679955,468566.523582102,763.0,4.0,4.0,21.0,21.0,21.0,21.0,21.0,-13.286756788590814,-42.68834654323752,-42.68834654323752,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5265,15.0,3.0,3.0,3.0,3.0,3.0,3.0,-43.69822583,-13.09761436,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.097571589755242,-43.698142754116276,-43.69814275411628,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5266,10.0,10.0,10.0,10.0,10.0,10.0,10.0,-44.20649261,-13.25580768,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.25576491128869,-44.206409541871096,-44.2064095418711,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5267,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-44.02404478,-13.68430407,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.684261301813702,-44.02396170766642,-44.02396170766642,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5268,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-44.01595994,-13.67999215,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.679949388449929,-44.015876870109345,-44.01587687010935,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5269,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-44.18951445,-13.53150064,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.531457871984971,-44.18943138300124,-44.18943138300124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5270,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-43.79120146,-13.07901923,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.078976463373968,-43.791118386022646,-43.79111838602265,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5271,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-43.95505417,-13.49511887,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.49507610297813,-43.95497109384605,-43.95497109384605,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5272,4.0,4.0,4.0,15.0,15.0,15.0,15.0,-44.1423529,-13.7177214,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.717678630382949,-44.142269830584965,-44.14226983058497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5273,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.94130994,-13.56545696,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.56541418972469,-43.941226869999014,-43.94122686999901,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5274,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.8488733,-13.1752288,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.17518603030317,-43.848790227263116,-43.84879022726312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5275,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.75481969,-13.05341724,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.053374477776561,-43.7547366170158,-43.7547366170158,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5276,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.27090182,-13.29973529,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.299692528682135,-44.27081874774247,-44.27081874774247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5277,4.0,15.0,15.0,4.0,4.0,4.0,4.0,-43.84078846,-13.16310154,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.163058773967556,-43.84070538970604,-43.84070538970604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5278,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.8038677,-13.18142717,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.181384405763595,-43.80378463152873,-43.80378463152873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5279,4.0,15.0,15.0,15.0,15.0,15.0,15.0,-43.99143593,-13.09707537,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.09703260058477,-43.991352862852885,-43.99135286285289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5280,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.44688178,-13.48191363,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.481870868301574,-44.44679871190148,-44.44679871190148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5281,4.0,4.0,4.0,4.0,15.0,15.0,15.0,-44.02081084,-13.08117519,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.081132420055855,-44.020727772643596,-44.0207277726436,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5282,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.04910778,-13.54874829,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.548705525440067,-44.049024704093355,-44.04902470409336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5283,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.35121121,-13.63256111,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.632518341448417,-44.351128134142755,-44.35112813414275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5284,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.22778269,-13.72607573,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.72603296252526,-44.22769961410473,-44.22769961410473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5285,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.56653738,-13.66247501,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.662432240409597,-44.566454307746206,-44.56645430774621,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5286,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.19463485,-13.21268854,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.212645777650954,-44.19455178012072,-44.19455178012072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5287,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.94562186,-13.15447771,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.154434947240008,-43.94553878336279,-43.94553878336279,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5288,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-44.34016193,-13.51748692,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.517444153552708,-44.34007885614808,-44.34007885614808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5289,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-44.137502,-13.33099667,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.330953900569494,-44.13741892805072,-44.13741892805072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5290,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-44.53177258,-13.24341093,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.24336816036784,-44.53168950625078,-44.53168950625078,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5291,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-44.46035651,-13.38166165,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.381618882593836,-44.460273441163274,-44.46027344116327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5292,15.0,15.0,15.0,15.0,15.0,15.0,4.0,-43.79120146,-13.15286075,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.152817979728592,-43.791118386022646,-43.79111838602265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5293,3.0,15.0,15.0,15.0,15.0,15.0,15.0,-44.1622955,-13.60480317,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.604760399169125,-44.16221242989242,-44.16221242989242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5294,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-44.40780507,-13.63525605,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.635213287300775,-44.40772199704228,-44.40772199704228,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5295,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-44.34609081,-13.38597356,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.38593079595761,-44.34600773702327,-44.34600773702327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5296,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-44.62286175,-13.45631165,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.456268882704167,-44.6227786760605,-44.6227786760605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5297,4.0,15.0,15.0,15.0,15.0,15.0,15.0,-43.80817962,-13.23370912,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.23366635529935,-43.8080965448925,-43.8080965448925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5298,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-43.91489947,-13.1698389,468566.523582102,764.0,3.0,3.0,3.0,3.0,21.0,3.0,3.0,-13.169796138598452,-43.914816400645904,-43.9148164006459,1.0,1.0,1.0,1.0,0.0,1.0,1.0
5299,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.2369455,-13.4935019,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.493459135466715,-44.23686243000275,-44.23686243000275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5300,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.40942204,-13.7223028,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.722260038331958,-44.4093389645537,-44.4093389645537,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5301,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.11297799,-13.33315262,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.333109857251381,-44.112894920794254,-44.11289492079425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5302,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.13292059,-13.35174775,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.351704983632654,-44.13283752010171,-44.13283752010171,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5303,4.0,4.0,15.0,15.0,15.0,15.0,15.0,-43.6893325,-13.15663367,468566.523582102,764.0,3.0,3.0,21.0,21.0,21.0,21.0,21.0,-13.156590903921895,-43.68924943280349,-43.68924943280349,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5304,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.99736482,-13.19813584,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.198093070048216,-43.997281743728074,-43.99728174372807,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5305,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.95074225,-13.11162807,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.111585308187507,-43.95065918048227,-43.95065918048227,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5306,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.23910146,-13.62420678,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.624164009306106,-44.239018386684634,-44.23901838668463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5307,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.18358557,-13.1951714,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.195128629610622,-44.18350250212605,-44.18350250212605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5308,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.38705399,-13.30243024,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.302387474534493,-44.38697091397912,-44.38697091397912,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5309,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.2571576,-13.5482093,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.548166536269594,-44.25707452389544,-44.25707452389544,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5310,3.0,3.0,3.0,3.0,15.0,15.0,15.0,-44.0978863,-13.68187862,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.681835850546578,-44.09780322402105,-44.09780322402105,1.0,1.0,1.0,1.0,0.0,0.0,0.0
5311,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-44.43852745,-13.84007194,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.840029172080028,-44.43844437975917,-44.43844437975917,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5312,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-43.64917781,-13.1205214,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.12047862950029,-43.64909473960335,-43.64909473960335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5313,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-44.40457113,-13.61181002,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.611767258385257,-44.40448806201945,-44.40448806201945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5314,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-44.09573034,-13.14127248,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.141229712563451,-44.09564726733916,-44.09564726733916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5315,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-44.0924964,-13.60615064,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.606107872095304,-44.09241333231633,-44.09241333231633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5316,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-43.93672853,-13.42478078,468566.523582102,764.0,3.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.424738016231572,-43.93664546205001,-43.93664546205001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5317,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-44.18466355,-12.99035551,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-12.990312744831371,-44.18458048046699,-44.18458048046699,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5318,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-44.26605092,-13.29704035,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.296997582829777,-44.26596784520822,-44.26596784520822,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5319,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-44.0431789,-13.59348439,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.593441626589218,-44.04309582321817,-44.04309582321817,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5320,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-44.03482456,-13.15286075,468566.523582102,764.0,3.0,3.0,21.0,21.0,21.0,21.0,21.0,-13.152817979728592,-44.034741491075856,-44.03474149107586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5321,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-44.14019695,-13.41076706,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.410724297799307,-44.140113873903076,-44.14011387390308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5322,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-43.92918269,-13.06958692,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.069544152890714,-43.9290996136634,-43.9290996136634,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5323,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-44.16552944,-13.66382248,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.663779713335776,-44.16544636491525,-44.16544636491525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5324,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-43.95694063,-12.95289576,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-12.952852997483587,-43.9568575559427,-43.9568575559427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5325,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-44.02242781,-13.60022176,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.600178991220115,-44.022344740155006,-44.02234474015501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5326,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-43.98523756,-13.44957428,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,3.0,3.0,-13.449531518073272,-43.985154487392464,-43.98515448739246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5327,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-44.63849243,-13.27062988,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.270587113476662,-44.638409362004175,-44.63840936200418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5328,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-43.88471608,-13.03913403,468566.523582102,764.0,3.0,3.0,21.0,21.0,21.0,21.0,21.0,-13.039091264759062,-43.88463300709949,-43.88463300709949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5329,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-44.5355455,-13.68026165,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.680218883035165,-44.53546243044408,-44.53546243044408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5330,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-44.41292547,-13.60776761,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.60772483960672,-44.412842394161764,-44.41284239416176,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5331,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-44.19948575,-13.18115768,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.181114911178359,-44.19940268265496,-44.19940268265496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5332,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-44.09222691,-13.62878818,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.628745417255116,-44.09214383773109,-44.09214383773109,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5333,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-43.96502547,-13.00733367,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.00729090370123,-43.96494239349977,-43.96494239349977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5334,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-44.1178289,-13.63875948,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.638716716908842,-44.117745823328505,-44.11774582332851,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5335,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-44.27925615,-13.31994739,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.319904622574825,-44.27917307988478,-44.27917307988478,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5336,22.0,22.0,22.0,22.0,22.0,22.0,22.0,-44.0779437,-13.74386237,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.743819605150826,-44.077860624713594,-44.07786062471359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5337,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-44.14343088,-13.1304927,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.130449929154016,-44.14334780892591,-44.14334780892591,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5338,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.00059875,-12.89737988,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-12.897337112925001,-44.0005156787509,-44.0005156787509,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5339,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-44.60076319,-13.44337591,468566.523582102,764.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.443333142612847,-44.600680120071154,-44.60068012007115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5340,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.6348946,-13.07982771,468566.523582102,764.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-13.079784947129676,-43.63481152658585,-43.63481152658585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5341,10.0,10.0,10.0,10.0,10.0,10.0,10.0,-43.7394585,-13.48541706,468566.523582102,765.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.48537429790964,-43.73937542565736,-43.73937542565736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5342,10.0,10.0,10.0,10.0,10.0,10.0,10.0,-44.02350579,-13.84653981,468566.523582102,765.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,-13.846497042125687,-44.02342271849595,-44.02342271849595,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5343,4.0,4.0,4.0,4.0,4.0,15.0,15.0,-43.58369063,-13.64873078,468566.523582102,765.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-13.648688016562568,-43.58360755539103,-43.58360755539103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
